 - Domingo, 19 de Março de 2017 - 177.27.237.119 - Windows 7 - Chrome -  -  -  - Brazil
 - Sádado, 25 de Março de 2017 - 191.205.53.249 - Unknown OS Platform - Chrome -  - S&atilde;o Paulo -  - Brazil
 - Sádado, 25 de Março de 2017 - 189.69.232.178 - Unknown OS Platform - Chrome -  -  -  - Brazil
 - Sádado, 25 de Março de 2017 - 177.157.222.92 - iPhone - Handheld Browser -  - Esp&iacute;rito Santo -  - Brazil
 - Sádado, 25 de Março de 2017 - 177.52.110.206 - Android - Handheld Browser -  - S&atilde;o Paulo - Araras - Brazil
 - Sádado, 25 de Março de 2017 - 177.65.159.102 - Unknown OS Platform - Chrome -  - Mato Grosso -  - Brazil
 - Sádado, 25 de Março de 2017 - 179.210.167.103 - Windows 7 - Chrome -  - Rio de Janeiro - Rio De Janeiro - Brazil
 - Sádado, 25 de Março de 2017 - 177.184.136.206 - Unknown OS Platform - Firefox -  - Cear&aacute; - Fortaleza - Brazil
 - Sádado, 25 de Março de 2017 - 179.180.192.24 - Windows 7 - Chrome -  - Minas Gerais - Belo Horizonte - Brazil
 - Sádado, 25 de Março de 2017 - 186.201.212.149 - Windows XP - Chrome -  -  -  - Brazil
 - Domingo, 26 de Março de 2017 - 187.122.125.238 - Unknown OS Platform - Chrome -  - S&atilde;o Paulo - Osasco - Brazil
 - Domingo, 26 de Março de 2017 - 177.37.206.241 - Windows 7 - Chrome -  - Cear&aacute; - Fortaleza - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 187.18.122.196 - Windows 7 - Chrome -  - Paran&aacute; - Londrina - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 189.105.6.255 - Windows 7 - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 179.228.92.250 - Unknown OS Platform - Chrome -  - S&atilde;o Paulo - Capivari - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 187.55.164.11 - Unknown OS Platform - Chrome -  - Estado de Goi&aacute;s -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 187.106.211.252 - Windows 7 - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 187.106.211.252 - Windows 7 - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 191.184.33.84 - Windows 7 - Chrome -  - Piau&iacute; - Teresina - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 177.95.136.192 - Windows 7 - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 177.95.136.192 - Windows 7 - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 187.5.141.146 - Windows 7 - Chrome -  - Santa Catarina - Joinville - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 177.4.106.218 - Unknown OS Platform - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 177.105.192.2 - Windows 7 - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 201.76.89.117 - Windows 7 - Chrome -  - S&atilde;o Paulo - Mar&iacute;lia - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 177.16.142.201 - Android - Handheld Browser -  - Paran&aacute; -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 186.237.74.6 - Windows 7 - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 186.237.74.6 - Windows 7 - Chrome -  -  -  - Brazil
 - Segunda-Feira, 27 de Março de 2017 - 187.59.99.65 - Windows 7 - Chrome -  - Esp&iacute;rito Santo - Vila Velha - Brazil
 - Terça-Feira, 28 de Março de 2017 - 177.93.94.187 - Windows 7 - Chrome -  -  -  - Brazil
 - Terça-Feira, 28 de Março de 2017 - 191.193.131.121 - Android - Handheld Browser -  - S&atilde;o Paulo - Itatiba - Brazil
 - Terça-Feira, 28 de Março de 2017 - 189.83.81.255 - Windows 7 - Chrome -  - Minas Gerais - Prudente De Morais - Brazil
 - Terça-Feira, 28 de Março de 2017 - 186.216.175.198 - Windows 7 - Chrome -  -  -  - Brazil
 - Terça-Feira, 28 de Março de 2017 - 177.155.228.173 - Unknown OS Platform - Unknown Browser -  - Minas Gerais - Mariana - Brazil
 - Terça-Feira, 28 de Março de 2017 - 186.208.69.22 - Unknown OS Platform - Chrome -  - Alagoas - Uni&atilde;o Dos Palmares - Brazil
 - Terça-Feira, 28 de Março de 2017 - 131.161.31.6 - Windows XP - Chrome -  - S&atilde;o Paulo - Barueri - Brazil
 - Terça-Feira, 28 de Março de 2017 - 187.2.106.113 - Windows 7 - Chrome -  -  -  - Brazil
 - Terça-Feira, 28 de Março de 2017 - 201.34.186.147 - Windows 7 - Chrome -  - Santa Catarina - Laguna - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 191.207.19.25 - Windows 7 - Chrome -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 177.65.76.74 - Android - Handheld Browser -  - S&atilde;o Paulo - Barueri - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 177.201.101.122 - Windows 7 - Chrome -  - Acre - Rio Branco - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 179.126.217.160 - Windows XP - Chrome -  - Minas Gerais - Uberl&acirc;ndia - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 170.79.9.26 - Windows 7 - Chrome -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 152.249.43.121 - Windows 7 - Firefox -  - S&atilde;o Paulo -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 200.141.128.32 - Unknown OS Platform - Chrome -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 187.61.197.67 - iPhone - Handheld Browser -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 200.242.40.130 - Windows 7 - Chrome -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 200.242.40.130 - Windows 7 - Chrome -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 186.240.172.203 - Windows 7 - Chrome -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 177.52.1.241 - iPhone - Handheld Browser -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 177.52.1.241 - iPhone - Handheld Browser -  -  -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 187.122.199.153 - Windows 7 - Chrome -  - S&atilde;o Paulo -  - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 177.18.170.0 - Linux - Firefox -  - Rio Grande do Sul - Novo Hamburgo - Brazil
 - Quarta-Feira, 29 de Março de 2017 - 191.241.36.194 - Windows 7 - Chrome -  - Cear&aacute; - Caucaia - Brazil
 - Quinta-Feira, 30 de Março de 2017 - 189.69.161.154 - Unknown OS Platform - Chrome -  - S&atilde;o Paulo - Itaquaquecetuba - Brazil
 - Quinta-Feira, 30 de Março de 2017 - 177.158.205.247 - Windows 7 - Chrome -  - Bahia - Salvador - Brazil
 - Quinta-Feira, 30 de Março de 2017 - 177.158.205.247 - Windows 7 - Chrome -  - Bahia - Salvador - Brazil
 - Quinta-Feira, 30 de Março de 2017 - 200.138.8.248 - iPhone - Handheld Browser -  - Paran&aacute; - S&atilde;o Jos&eacute; Dos Pinhais - Brazil
 - Quinta-Feira, 30 de Março de 2017 - 200.97.29.82 - Unknown OS Platform - Chrome -  - Minas Gerais - Po&ccedil;os De Caldas - Brazil
 - Quinta-Feira, 30 de Março de 2017 - 201.67.94.122 - Unknown OS Platform - Chrome -  -  -  - Brazil
 - Quinta-Feira, 30 de Março de 2017 - 168.181.252.10 - Windows 7 - Firefox -  - Maranh&atilde;o -  - Brazil
 - Quinta-Feira, 30 de Março de 2017 - 177.41.91.56 - iPhone - Handheld Browser -  - Mato Grosso - Cuiab&aacute; - Brazil
 - Sexta-Feira, 31 de Março de 2017 - 187.22.215.200 - Android - Handheld Browser -  - S&atilde;o Paulo - Guarulhos - Brazil
 - Sexta-Feira, 31 de Março de 2017 - 131.221.130.2 - Android - Handheld Browser -  - Paran&aacute; - Curitiba - Brazil
 - Sádado, 1 de Abril de 2017 - 200.139.195.201 - Android - Handheld Browser -  - S&atilde;o Paulo - S&atilde;o Paulo - Brazil
 - Sexta-Feira, 7 de Abril de 2017 - 179.104.179.167 - Unknown OS Platform - Chrome -  - Minas Gerais -  - Brazil
